,작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
646,qkrr********,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250303,5,,너무 좋아요 두말 불필요,0
647,wh****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 카본 레더 / 닷팁 X 색상 선택: 스모크,20250201,5,,빠른 배송과 친절한 응대였습니다 사용해보니 만족합니다 서비스도 잘 쓰겠습니다,0
648,chin******,옵션 선택: 닷모드 투엑스 / 색상 선택: 티파니 블루,20250212,4,,잘쓰고있는거라 하나더 주문해서 집 차에서 발쓰려구요,0
649,mang*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 로얄 블루 (TPU 케이스 증정) / 닷팁 X 색상 선택: 미포함,20250203,5,,색상 틀리게 2개 구매했어요 흡입력 좋고 디자인이 너무이뻐요~!!,0
650,tjd0***,옵션 선택: 닷모드 투엑스 / 색상 선택: 퍼플,20250218,5,,이쁘고 너무 좋아요~,0
651,bjhp*****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250310,1,,밧데리가 엄청 빨리 사라짐,0
652,lsj7***,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250215,5,,빠른 배송 감사합니다 써보고 다시 리뷰~~ㄱㄱ,0
653,dsa1*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 티파니 블루 / 닷팁 X 색상 선택: 미포함,20250227,5,,추천받아서 삿는데 디자인도 이쁘고 사용감도 좋고 정말 최고입니다!!,0
654,bjle****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 건메탈 / 닷팁 X 색상 선택: 스모크,20250204,5,,전자담배 3년동안 써본 것 중에 가장 좋은거 같습니다 고급스럽고 아주 좋아요,0
655,mk****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 미포함,20250216,5,,배성도 빠르고 좋아요,0
656,tata****,옵션 선택: 닷모드 투엑스 / 색상 선택: 티파니 블루 / 닷팁 X 색상 선택: 미포함,20250214,5,,색상이쁘고 사용감이 편해요,0
657,na****,옵션 선택: 닷모드 투엑스 / 색상 선택: 레드,20250331,5,,좋아요 좋아 맛있어요,0
658,qkrw*******,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250303,5,,배송 빠르고 기기가 맘에 들어요,0
659,kimj****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 미포함,20250214,3,,기능좋고 배터리 좋고 단맛은 약합니다,0
660,jae_*******,옵션 선택: 닷모드 투엑스 / 색상 선택: 레드,20250220,5,,잘 받았습니다!!!,0
661,malr***,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250214,5,,디자인 좋고 사용하기 편리,0
662,syd0****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250305,5,,아주 좋습니다 굿굿굿,0
663,sh****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 그린,20250214,5,,불량없이 양품 잘 받았습니다!,0
664,wjda********,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250329,5,,아주아주 만족합니다,0
665,wsx3***,옵션 선택: 신년 다짐 패키지 / 색상 선택: 퍼플 / 닷팁 X 색상 선택: 퍼플,20250114,5,,아주 맘에들어요 총알배송에 색감 그리고 누수랑 있다는데 아직 거ㅐㄴ찮고 관리 잘하면 누수는 없을듯 그립감 최고에여,0
666,sang*****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250212,5,,상품 잘 받았습니다. 좋아요.,0
667,hu****,옵션 선택: 닷모드 투엑스 / 색상 선택: 실버,20250211,5,,여러 기기 많이 사용해봤지만 csv는 이것만 쓸거같네요 좋습니다~,0
668,kb****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250214,5,,잘받았습니다~많이파세요,0
669,shqk***,옵션 선택: 신년 다짐 패키지 / 색상 선택: 로얄 블루 / 닷팁 X 색상 선택: 로얄 블루,20250212,5,,빠른배송감사합니다.,0
670,koko*******,닷모드 닷투엑스: 건메탈,20250201,5,,좋아요. 다음에 또 구매할게요 감사합니다,0
671,koma****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250218,5,,빠른배송 그리고 꼼꼼하게 신경써서 보내주신 물품들 받고보니 신경써주신게 눈에보일정도로 감사하게 생각합니다 감사해요,0
672,mont*****,닷모드 닷투엑스: 로얄 블루,20250227,5,,전에쓰던 기계가 고장이 나서 바꿨는데 전에꺼보다 더 좋은거 같아요,0
673,vmxh******,옵션 선택: 닷모드 투엑스 / 색상 선택: 실버 (TPU 케이스 증정) / 닷팁 X 색상 선택: 미포함,20250210,5,,발라리안 쓰다가 바꿧는데 만족해요,0
674,9888****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 골드,20250308,5,,편리하고 내구성 좋고,0
675,audr*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 레드,20250211,5,,너무이쁩니다 사길 잘했어여,0
676,fart***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250216,5,,넘 잘피는중 굳굳굳,0
677,shn4***,닷모드 닷 투엑스: 블랙,20250118,5,,디자인 최고입니다. 호불호가 없을만큼 이쁜 디저인이에요. 거기다가 오토드로우랑 버튼흡입 둘다 가능해서 좋고 액상저장량. 배터리크기도 커서 너무 만족합니다!!,0
678,bh88****,닷모드 닷투엑스: 블랙,20250123,5,,팟에 새는부분이 없고 분무량도 마음에 듭니다 다른건 안써봐서 비교대상없는데 닷모드에 단점이 없어 다른건 눈에 안들어오네요ㅋ 액상도 맛이 좀더 다양했으면 좋겠슴다,0
679,audt*****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 로얄 블루 / 닷팁 X 색상 선택: 로얄 블루,20250209,5,,누수도 없고 지금까지 펴본 전담중에는 탑인거같아요!,0
680,ller****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250212,5,,상품 빠르게잘받았어요,0
681,uc****,닷모드 닷투엑스: 실버,20250216,5,,2개월정도 사용하였는데 누수는 딱히 못 느끼고 있고 배터리 용량이 커서 좋아요 그리고 너무 예쁩니다,0
682,rlar********,닷모드 닷 투엑스: 그린,20250129,3,,"배리용량도 크고 잘 됩니다 다만 C타입 단자 문제 있는거랑 또 하나 5ml 액상 담는곳 흡입기 장착부분 그부분이 플라스틱 커버 만들때 불량이 있어요 그래서 흡입시 누수가 발생해요 바닥에 누수가 생기는게 아니고 흡입 하는 부분에 누수가 있는거라 새걸로 교체 하면 없어지는대 20개 넘게 썻지만 불량은 3 ~ 4개 정도 나온다 즉 10개 쓰면 불량률 2개 나온다고 보심 되요 좀 글적고 보니 심하긴하내 개당 5,500원 하면서 55,000원 사면 11,000원은 불량 뽑기임 좀 적당히 해처먹어야죠",1
683,sosd*****,닷모드 닷투엑스: 블랙,20250224,5,,좋은 제품 저렴한 가격에 잘 샀습니다 자주 이용할게요,0
684,kjm8***,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 골드,20250118,5,,발라리안 쓰다가 넘어왔는데 너무좋네요 액상튐 현상도 아직없고 누수문제도 걱정없을거같고 마음에 들어요 디자인도 훨씬 이쁜거같습니다,0
685,sp****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 미포함,20250212,5,,배송 빠르고 좋습니다,0
686,yhs2*******,옵션 선택: 닷모드 투엑스 / 색상 선택: 실버,20250220,5,,톡톡문의 친절해서 좋았어요~! 덕분에 잘 사용하고 있어서 리뷰남깁니다!,0
687,fami********,닷모드 닷 투엑스: 레드,20250212,5,,깔끔히 잘피고 있습니다 잘쓰고있는중이에요~!,0
688,mang*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 그린 (TPU 케이스 증정) / 닷팁 X 색상 선택: 미포함,20250201,5,,기존 전담이 오래되기도 해서 좋다고해서 구매했어 고급지고 흡입력이 좋아요 잘쓸께요,0
689,han_*****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 로얄 블루 / 닷팁 X 색상 선택: 로얄 블루,20250303,5,,배송도 빠르고 만족합니다,0
690,vvvv*******,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250213,5,,선물해줬는데 좋아합니다,0
691,ckdd*****,닷모드 닷투엑스: 블랙,20250121,5,,배터리 오래가는데 생각보다 누수가 있네요.. 흡압은 타 브랜드에비해 약하지만 만족도는 높습니다 디자인 참 잘뽑았어요,0
692,usbm*****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 건메탈 / 닷팁 X 색상 선택: 스모크,20250112,5,,"원래는 타제품을 살까 하면서 고민을 좀 많이 했습니다. 근데 우연히 알게되어 이리저리 살펴보다보니 의외로 쓸만한거 같아서 사게 되었는데, 타제품에 비해 제 입장에선 아직 단점이라고 할 만한 문제는 없더군요? 현재 굉장히 만족중 입니다 ㅎ",0
693,daeg******,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 미포함,20250112,5,,회사동료들 추천으로 주문했어요 전자담배만 4~5번 유목민이었는데 이거 괜찮아요.,0
694,zjaq***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250309,5,,사용하기 편하고 좋앙ㅅ,0
695,ban0***,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 레드,20250228,5,,"일단 배터리가 오짐. 사용법이 조금 애매빤쓰하긴 한데, 좋음.",0
696,ohr7***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250223,5,,그저 닷입니다 여태 써본기기중에 최고입니다 그리고 그립감이 너무 대박입니다,0
697,jsa2***,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250404,5,,dsaklmdklamsd,0
698,wjdr*****,닷모드 닷투엑스: 블랙,20250211,5,,여전히 사용하는대 배터리용량이 커서 너무좋아요 무게감도 있어서 기존껀 너무가벼웠는데 지금은 무게감이라는게 있어서 오히려 좋아요,0
699,slgu******,옵션 선택: 닷모드 투엑스 / 색상 선택: 건메탈,20250223,5,,좋아요좋아요좋아요 좋아요좋아요좋아요,0
700,park******,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250212,5,,와 대단합니다 이쁜거도 이쁜거지만 성능이 캬~~,0
701,msja******,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250225,5,,디자인도 맛도 모두 만족합니다. 가죽케이스 진짜 추천합니다,0
702,juju****,옵션 선택: 닷모드 투엑스 / 색상 선택: 티파니 블루 / 닷팁 X 색상 선택: 미포함,20250122,5,,아직 몃번사용 안해봤지만 누적 리뷰가 말해주는거 같네여 일년넘게 사용한 발라가 누수가 있어서 교체했는데 잘사용할게요 ㅋ총알배송 체고 !,0
703,kot0***,옵션 선택: 닷모드 투엑스 / 색상 선택: 티파니 블루,20250304,5,,기계 가 이쁘고 관리 하기도 편햐요 ㅎㅎ,0
704,kims*******,옵션 선택: 신년 다짐 패키지 / 색상 선택: 티파니 블루 / 닷팁 X 색상 선택: 핑크,20250121,5,,너무이뻐요 무게감도있고 아직 펴보진않았는데 주위에 피는 사람있어서 좋다는걸 알고 주문했습니다 마음에 들어요,0
705,1875***,옵션 선택: 닷모드 투엑스 / 색상 선택: 건메탈,20250314,5,,생각대로 ㅏㅁㄴ족합니다,0
706,ah_r****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 티파니 블루 / 닷팁 X 색상 선택: 티파니 블루,20250208,5,,내 전담이 세상 제일 최고 짱 이뿜☘️🤍🤍 키키,0
707,tgb0****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250311,5,,기대됩니다!!!!!!,0
708,sjwo*******,닷모드 닷투엑스: 블랙,20250205,5,,디자인 성능 다 만족합니다 잘 쓰고 있습니다,0
709,dbsd******,닷모드 닷투엑스: 블랙,20250123,5,,원래 쓰다가 케이스 없이 쓰니까 많이 까져서 새로 구입했어요 전자담배 많이 써봤는데 닷투엑스가 젤 맘에 듭니다,0
710,zzxx****,옵션 선택: 닷모드 투엑스 / 색상 선택: 그린 / 닷팁 X 색상 선택: 미포함,20250123,5,,저번에 보라색 구매하고 이번에 그린색 구매했는데 너무 이뻐요. 배송도 빠르고요. 사은품으로 보내주신 충전기도 진 쓰겠습니다.,0
711,sk06***,닷모드 닷투엑스: 블랙,20250124,5,,맛표현이 아주 좋음 지금까지 핀 전자담배중 넘버원 입니다! 사용법도 간단하고 액상튀는것도 없어요!,0
712,tjdd******,옵션 선택: 신년 다짐 패키지 / 색상 선택: 실버 / 닷팁 X 색상 선택: 스모크,20250114,4,,기기가 망가져서 재 구매합니당 블랙보단 실버가 실물이 더 이쁜거 같네요 근데 신년패키지에 스모크드립팁 시켰는데 이것만 빠져서 왔어요,0
713,telm***,옵션 선택: 신년 다짐 패키지 / 색상 선택: 그린 / 닷팁 X 색상 선택: 그린,20250205,5,,배송빠르고 포장꼼꼼해요,0
714,na****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 로얄 블루,20250207,5,,닷모드 입문했는데 만족합니다!,0
715,ys04***,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250207,5,,"1,2만원대 기기만쓰다 바꿧는데 맘에드네요.",0
716,kty1***,닷모드 닷 투엑스: 실버,20250218,5,,사용하면서 액상 누수도 없고 이쁩니다. 완전 강추드려요,0
717,h2****,닷모드 닷투엑스: 블랙,20250228,5,,구매하길 잘한거 같습니다,0
718,zx****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 로얄 블루 / 닷팁 X 색상 선택: 로얄 블루,20250205,5,,좋아요 잘쓰고 있어요,0
719,whdn******,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 골드,20250220,5,,모양이 이쁘고 색감도 너무 좋아요 사용감 만족합니다.,0
720,duhu****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250209,5,,생각보다 이뻐서 좋네요~~~,0
721,ofof*****,닷모드 닷 투엑스: 블랙,20250121,5,,제가 처음 전자담배를 이용하게 됐는데 너무 좋네요 주변에서도 가성비 좋게 잘샀다고 다들 따라 살정도네요,0
722,didc******,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 스모크,20250207,5,,집 근처 샵에서 사는것 보다 훨씬 합리적!,0
723,poke*****,닷모드 닷투엑스: 그린,20250228,5,,아직까지 상태좋고 잘 피우고있어용,0
724,eh54****,옵션 선택: 닷모드 투엑스 / 색상 선택: 로얄 블루 (TPU 케이스 증정) / 닷팁 X 색상 선택: 미포함,20250204,5,,색상이 너무 이쁘내요 잘쓸거 같아요,0
725,gjdy***,옵션 선택: 신년 다짐 패키지 / 색상 선택: 그린 / 닷팁 X 색상 선택: 그린,20250301,5,,연기가 별로 안나네요,0
726,ksm9*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250225,5,,두번째 기계인데 정말 좋아요👍,0
727,kims******,옵션 선택: 닷모드 투엑스 / 색상 선택: 레드 (TPU 케이스 증정) / 닷팁 X 색상 선택: 미포함,20250204,5,,이전꺼 잃어버려서 남친거랑 세트로 새로 삼,0
728,dhdb*****,닷모드 닷 투엑스: 실버,20250221,5,,재구매 의향있습니다 아주좋아요,0
729,kie0***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250213,5,,기계 무슨일인가 너무 이뻐요…. 비싼 값 하는건가 참 맘에 들어여,0
730,kkan********,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250226,5,,역시 닷감성 만족도 좋아요!!!,0
731,gotj*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 실버,20250223,5,,여태 다른걸 왜 썼나 싶네요 고마워요 닷모드,0
732,bm****,옵션 선택: 닷모드 투엑스 / 색상 선택: 티파니 블루,20250224,5,,선물용으로 줬는데 좋아하네요,0
733,de_h***,닷모드 닷투엑스: 블랙,20250224,5,,코팅면도 마감면도 이뻐서 맘에듭니다,0
734,kill********,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250228,5,,너무 이쁘고 잘 쓰고 있습니다.,0
735,luci*******,옵션 선택: 닷모드 투엑스 / 색상 선택: 퍼플 / 닷팁 X 색상 선택: 미포함,20250216,5,,배송이 빨라요 ~~~ 제품도 하자 없구요 많이 파세요 ^^,0
736,md****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 티파니 블루 / 닷팁 X 색상 선택: 티파니 블루,20250107,5,,닷모드 맨날 이쁘다고만 하고 성능은 좀.. 이라는 말을 많이 들어서 안써봤는데 이쁘긴 진짜 이쁨 발x리안맥스 쓰다 넘어왔는데 첫날인데 이미 만족중 사용후기는 한달뒤에.,0
737,tapf******,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250221,5,,상품이 좋아요~ 잘산거 같아요,0
738,best****,닷모드 닷 투엑스: 퍼플,20241128,5,,"멘솔이 쎈 과일맛만 선호하다보니 맛표현이 좋은 기기는 아스파이어 시리즈만큼 좋은 기기는 없다고 생각했어요ㅋㅋ 맛 표현 좋다는 기기 실패 엄청 많이 했는데도, 사실 이것도 디자인에 꽂혔을 뿐😅 원래 쓰고 있던 아스파이어 프로 맥스가 누수가 점점 심해지더니 맛이 가버려서 새로 사야 해서 급하게 사야 했는데 정말 홀린 듯 샀습니댜... (사실 오프라인 매장에서 +1.5배 되는 금액을 불렀었거든요ㅋㅋㅋ금액 보고 눈이뒤집힌...) 근데 진짜 대성공👍🏻입호흡인데 맛 표현에서 아스파이어 보다 좋은 기기는 처음이에요!!! 저 예쁜 팁은 너무 짧아서 저처럼 풀로 풀어두고 사용하시는 분들은 입술이 좀 뜨거우실 거예요ㅠㅠ 그리고 케이스에 달려있는 팁 케이스는 저 팁에는 작아요! 기본 팁만 쏙 들어가요~ 케이스 자체가 기가보다 조금 더 높게 제작돼서 기본 팁이 훨씬 편해용 아! 하나 더!!! 저는 지문 안 찍히게 스티커 붙여서 보내주신걸 아 이거를 떼면 엄청 얇게 보호스티커가 붙겠구나~~~ 하고 떼어냈는데 떼어내면 스티커가 없어용^^ 몽츙... 암튼! 맛표현: ⭐10개 팁: 기본팁이 좋다 보호스티커: 떼는거 아니다",1
739,best****,닷모드 닷 투엑스: 건메탈,20241128,5,,"멘솔이 쎈 과일맛만 선호하다보니 맛표현이 좋은 기기는 아스파이어 시리즈만큼 좋은 기기는 없다고 생각했어요ㅋㅋ 맛 표현 좋다는 기기 실패 엄청 많이 했는데도, 사실 이것도 디자인에 꽂혔을 뿐😅 원래 쓰고 있던 아스파이어 프로 맥스가 누수가 점점 심해지더니 맛이 가버려서 새로 사야 해서 급하게 사야 했는데 정말 홀린 듯 샀습니댜... (사실 오프라인 매장에서 +1.5배 되는 금액을 불렀었거든요ㅋㅋㅋ금액 보고 눈이뒤집힌...) 근데 진짜 대성공👍🏻입호흡인데 맛 표현에서 아스파이어 보다 좋은 기기는 처음이에요!!! 저 예쁜 팁은 너무 짧아서 저처럼 풀로 풀어두고 사용하시는 분들은 입술이 좀 뜨거우실 거예요ㅠㅠ 그리고 케이스에 달려있는 팁 케이스는 저 팁에는 작아요! 기본 팁만 쏙 들어가요~ 케이스 자체가 기가보다 조금 더 높게 제작돼서 기본 팁이 훨씬 편해용 아! 하나 더!!! 저는 지문 안 찍히게 스티커 붙여서 보내주신걸 아 이거를 떼면 엄청 얇게 보호스티커가 붙겠구나~~~ 하고 떼어냈는데 떼어내면 스티커가 없어용^^ 몽츙... 암튼! 맛표현: ⭐10개 팁: 기본팁이 좋다 보호스티커: 떼는거 아니다",1
740,chan********,닷모드 닷 투엑스: 퍼플,20250218,5,,아주 조아요 다른 색상도 구입 하고 싶어요,0
741,musu*****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250302,5,,저렴하게잘샀네요 ㅎㅎ,0
742,kims******,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙 (TPU 케이스 증정) / 닷팁 X 색상 선택: 미포함,20250204,5,,이전에 쓰던거 분실하고 남친거랑 새로 삿음,0
743,voic****,닷모드 닷투엑스: 티파니 블루,20250225,5,,"그립감, 성능역시 만족합니다..",0
744,kkyt****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 티파니 블루 / 닷팁 X 색상 선택: 티파니 블루,20250120,5,,생각보다 정말 이쁘고 좋긴한데 첫팟에 누수가 있어서 조금 아쉬운데.. ㅠ 다음팟은 없길 바랍니다,0
745,lee6******,옵션 선택: 닷모드 투엑스 / 색상 선택: 퍼플 / 닷팁 X 색상 선택: 미포함,20250220,5,,빠른배송감사합니다 수고하세요,0
746,leej******,닷모드 닷 투엑스: 그린,20250205,5,,누수안되고 조아요,0
747,gkfk****,옵션 선택: 닷모드 투엑스 / 색상 선택: 실버,20250225,5,,배송도 빠르고 좋아오,0
748,ba****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250207,5,,만적핮이다 아주놓르연,0
749,jaey*******,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250217,5,,이쁘고 좋습니다! 만족합니다!,0
750,kjh0*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 실버,20250221,5,,쟐사용하고인어요 좋아요,0
751,wleh****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 그린 / 닷팁 X 색상 선택: 퍼플,20250116,5,,맘에듭니다 약간 무게감이 있어 전에 쓰던 젤로와 비교하면 묵직함이 있습니다 흡입감이나 무화량 맘에 들고 액상 누수는 계속 써봐야알듯 좋은가격에 잘 샀습니다,0
752,gree********,닷모드 닷 투엑스: 퍼플,20241107,5,,"내돈내산 두 번째 구매 리뷰입니다. 첫 컬러는 블루였습니다. 잘 사용하고 있다가 잠깐 타지에 가게 되면서 챙기지 못해 굉장한 실의에 빠졌었는데 그를 놓치지 않은 남자친구가 가져가며 새로 구매를 하게 되었습니다. 이전 베스트 리뷰에 당첨되어 받은 기기 색상은 레드였어요. 그건 마침 기기를 바꿀까 하는 친구에게 줬더니 너무 좋아했습니다. 발라리안을 사용하는데 그걸 사기 이전에 닷모드를 사려 했지만 가격이 비싸 사지 못했다고... 운 좋게 선물할 수 있게 되어 기쁩니다. 이번에 내돈내산으로 구매한 두 번째 컬러는 퍼플입니다. 블루를 구매할까 퍼플을 구매할까 고민했었는데 두 개 다 사용해볼 줄은 몰랐네요. 🤣 꾸준히 피면서 느낀 닷모드 투엑스는 제겐 장점밖에 보이지 않습니다. 우선 고속 충전이 가능하다는 점, 충전이 완료되면 알아서 충전이 멈춘다는 점. 이 두 가지가 아주 크지 않을까 싶어요. 게다가 타격감도 묵직하고 발라리안보다 더 진한 맛을 냅니다. 맛 표현 좋다는 발라리안을 이기다니... 이래서 제가 닷며들었나 봅니다😍 곧 있으면 아버지 생신이 다가오는데 금연 권장할 겸 투엑스 모델을 사드릴까 싶어요. 정말 추천하고 싶은 기기입니다. 구매에 후회도 없고 더 사고 싶은 욕구가 뿜뿜이에요! 다른 색상들도 너무 예쁘고 기기도 좋아 모르는 사람 없게 여기저기 알리고 싶어요ㅠㅠㅠ! 녀러분 모두 닷며드세요🩷",1
753,kwns******,옵션 선택: 닷모드 투엑스 / 색상 선택: 퍼플 / 닷팁 X 색상 선택: 미포함,20250222,5,,빠른배송에 제품도 만족합니다,0
754,dani******,닷모드 닷 투엑스: 건메탈,20250104,5,,"이전에 사용하던 퍼플 제품 불량 as 맡기고 기다리는 동안 다시 재 구매해서 사용하는데, 최고의 제품 인듯 합니다. 제일 좋은거는 누수가 사용하던 중 전혀 없어요. 제품 너무 좋아요. 이전 제품은 항상 누수로, 중간중간 닦아야 하고 여러 불편함이 많았는데, 이제품은 전혀 없어요. 전자 담배로 추천 100% 입니다",0
755,kcyc****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 로얄 블루 / 닷팁 X 색상 선택: 로얄 블루,20250128,5,,마음에 들어요 잘 쓸게요,0
756,blue****,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250225,5,,기계 잘받았습니다.,0
757,ehd7***,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙,20250227,5,,아주 만족합니다!!!,0
758,ll10******,옵션 선택: 닷모드 투엑스 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 미포함,20250114,5,,실버 만족하며 사용하다가 블랙이 땡겨서 주문했습니다. 배터리 오래가고 코일 튼튼하고 누수강하고 최고입니다,0
759,rj****,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 핑크,20250221,3,,처음사용때는괜찮았는데 조금씩세는거같네요,0
760,asdf******,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250206,5,,차원이 다르네요 발라리안 기타 전자담배 다써봤는데 맛표현부터 누수까지 가장 만족도가 높습니다.,0
761,guri***,옵션 선택: 닷모드 투엑스 / 색상 선택: 건메탈 / 닷팁 X 색상 선택: 미포함,20250218,5,,잘 받았습니다 재구매 의사 있어요,0
762,arcs****,닷모드 닷투엑스: 블랙,20250228,5,,폐에 촥촥 감기네요!!!,0
763,suna******,옵션 선택: 닷모드 투엑스 / 색상 선택: 그린 / 닷팁 X 색상 선택: 미포함,20250217,5,,매번 사용해요~ 좋다고 합니당,0
764,moza******,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 로얄 블루,20250108,5,,옛날에 쥴 피우다가 없어져서 다시 연초로 돌아갔다가 넘어왔습니다. 금연할 요량으로 니코틴 없이 액상 넣어서 피는데 만족스럽습니다. 택배 받고 아직까지 충전 한 번 없이 잘 쓰고 있습니다. (배터리 용량도 넉넉),0
765,jhdk******,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더 (TPU 케이스 증정) / 닷팁 X 색상 선택: 미포함,20250205,5,,일단 배송하나는 무지빠르고 디바이스는 단맛을 많이 잡아주지만 개인 의견차가 있으니 그점 빼면 완벽합니다.누수문제는 좀더 지켜보겠습니다.,0
766,yp****,닷모드 닷 투엑스: 블랙,20250202,5,,잘사용하고 있습니다 고장 없고 좋네요,0
767,ryud*****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250223,5,,생각보다 즇더라루웅,0
768,aven****,닷모드 투엑스: 실버,20250131,5,,다른 기계들보다 이쁘고 좋아요,0
769,junb******,닷모드 닷투엑스: 실버,20250123,5,,아보카도베이비에서 넘어왔는데 배터리 오래가고 좋습니다 사이즈도 컴팩트하고좋네요,0
770,lool****,옵션 선택: 닷모드 투엑스 카본 레더 에디션 / 색상 선택: 카본 레더,20250221,5,,빠른배송 감사합니다^^,0
771,chlw******,옵션 선택: 신년 다짐 패키지 / 색상 선택: 티파니 블루 / 닷팁 X 색상 선택: 티파니 블루,20250207,4,,아직까진 단점없이 좋아요 입구부분 빨때 짧아서 조금 불편한거말고는 없습니다,0
772,ilmi*****,옵션 선택: 닷모드 투엑스 / 색상 선택: 실버,20250220,5,,배송이 빠르고 좋아요!,0
773,fart***,닷모드 닷 투엑스: 블랙,20250202,5,,아주 좋아요 잘 쓰는중,0
774,kens********,옵션 선택: 신년 다짐 패키지 / 색상 선택: 블랙 / 닷팁 X 색상 선택: 핑크,20250117,5,,사용중인데 아직까지 액상 누수 없이 사용하고 잇네요 디자인도 이쁘고 아주 잘 사용하고 있네요,0
