작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
ndb_*******,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241219,5,,메탈로 사서 쓰는데 튼튼하고 좋습니다.,0
tsd0****,헬베이프 젤로: 블러드 샷,20241116,5,,배송도 빠르고 직접 쓰신건지는 모르겠으나 편지가 너무나 귀여워서 리뷰를 안 쓸수가없어요!!!,0
ramb*****,헬베이프 젤로: 1225 에디션 블랙(한정판),20241126,5,,감사합니다 잘 받았습니다~~,0
kimc***,헬베이프 젤로: 새비 화이트,20241022,5,,연초 냄새로 타인에게 주는 피해가 신경 쓰이기 시작하면서 전자담배에 입문하게 됐어요. 그리고 전다 3대장이라는 젤로 헬베이프라는 제품을 알게 되어서 사용 해 보고 잃어버린 후 재구매 합니다. 하xx 제품 도 있지만 이 젤로 제품 장점이 훨씬 나은 것 같아요. 1. 누수 없음 2. 디자인 이쁨 3. 맛 확실히 다름,0
join***,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241211,4,,연기량도 많고 휴대성이 좋음. 입술에 액상냄새가 남,0
jikk***,헬베이프 젤로: 반타그레이,20241101,5,,다른 제품을 사용하고 있다가 지인추천 받고 구배 했습니다. 그립감이나 흡입력 맘에 드네요!!아직 몇번 사용햐보지 않아서 단점은 모르겠으나 지금까지는 맘에 듭니다,0
gmld*******,헬베이프 젤로: 블러드 샷,20241215,5,,액상 새는거 없고 맘에들어요 간편합니다,0
7077***,헬베이프 젤로: 새비 화이트,20241217,5,,빠른배송 감사합니다.,0
hi****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241128,5,,좋아요 잘 사용할세요ㅣ,0
lhc0***,헬베이프 젤로: 블루스카이,20241126,5,,배송도 너무 빠르고 상품도 잘 작동됩니다~,0
sooa*******,헬베이프 젤로: 블랙 초콜렛,20241028,5,,"젤로 사용하다 잃어버려서 새로 구매했어용 배송 빠르고 상품도 잘 왔습니다 ! 젤로가 써본 전담중 가장 누수가 없어요 아예 없는 수준 ! 근데 복권?이 같이 왔길래 설레는 마음으로 긁었는데 제가 긁혀버렸네요 킹받아죽겠어요.. 행복하세요,,,",0
slsl***,헬베이프 젤로: 1225 에디션 블랙(한정판),20241115,5,,빠른 배송 깔끔한 포장 감사합니다 한정판이라고 구매해는데 일반보다 살짝 무게가 있습니다,0
yski*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241215,5,,잘받았어요.좋습니다.,0
hj****,헬베이프 젤로: 젤로 스마일,20241106,5,,젤로 기기 세번째인데 인터넷으로는 첨 사봐여 배송도 빠르고 포장도 꼼꼼하고 받는 입장에서 기분이가 넘 좋았네용 👍🏻👍🏻🩷,0
jung*******,헬베이프 젤로: 젤로 스마일,20241124,5,,포장 꼼꼼하고 여러 이벤트 혜택까지 굳굳,0
saeb***,헬베이프 젤로: 1225 에디션 블랙(한정판),20241215,5,,이 제품을 6개월 이상 써보고 재구매했는데 역시나 좋으네요,0
load*****,헬베이프 젤로: 블러드 샷,20241119,5,,아주 잘쓰구있어요 근데 탑캡이 깨지는게 고질병인듯,0
dlqn******,헬베이프 젤로: 1225 에디션 블랙(한정판),20241204,5,,잘쓰고 있습니다~ㅎㅎ,0
spee*******,헬베이프 젤로: 블랙 초콜렛,20241213,5,,항상 쓰고있는거예요...^^ 최곱니다.,0
moor*******,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241119,5,,좋아요 강력 추천합니다,1
choi*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241124,5,,잘 사용하고있습니다. 흦잊시 액상 잘 안튀어서 좋아요,0
mani****,헬베이프 젤로: 1225 에디션 블랙(한정판),20241124,5,,배송 빠르고 서비스가 좋아요!,0
wnck*****,헬베이프 젤로: 블러드 샷,20241127,5,,매우만족하는상품 입니다,0
zpsx****,헬베이프 젤로: 1225 에디션 블랙(한정판),20241122,5,,무게도 적당하고 탑탭 부드럽고 깔끔하면서 좋아요,0
clov******,헬베이프 젤로: 젤로 스마일,20241217,5,,잘빨리고 누수없고 좋아요,0
fnfl*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241129,5,,역시는 역시 역시는 역시나 역시 젤로 근본으로부터 이제 크리스마스 기념으로 기존 제품에서 내구성을 높여주시니 아쉬웠던 캡의 부족함을 채워 버렸다..✨ 이제 사용을 해서 민족한 베이핑을 해야겠습니다~,0
doji*****,헬베이프 젤로: 블루스카이,20241218,5,,좋네요 잘쓰겠습니다,0
choi******,헬베이프 젤로: 블랙 초콜렛,20241214,5,,기기도 이쁘고 입호흡으로 아주좋아요,0
natt*****,헬베이프 젤로: 퍼플 네온,20241115,5,,첨사보는 전자담배.. 대 만족 입니다.. 배송 번개.. 빨라요~ 잘쓸께요..,0
g200*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241127,5,,젤로 전자담배 저는 애용중이네요,0
tman***,헬베이프 젤로: 젤로 스마일,20241119,5,,색깔도예쁘고 액상은 처음인데 새지도않고 좋아용 깔별로 사고싶네요,0
jong****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241029,5,,아주 맘에듭니다. 일단 손글씨 편지에 감동 + 젤로 새로운 색상 및 질감 아주 예술입니다. 자문 안묻고 너무좋아요 서비스 팟까지 아주 감사합니다. 잘 쓰겠습니다.,0
ifyo***,헬베이프 젤로: 블러드 샷,20241125,5,,굿잡 아주 만족합니다 이제 연초 안녕~~,0
mc****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241115,5,,맛표현도 중요하지만 누수 여부가 제일 중요해서 다시 선택했습니다. 일반모델도 계속 사용중인데 진짜 누수 한번도 없었네요. 에디션 모델이라 금속재질인건 이쁘고 좋은데 탑캡의 자석 부착 부위의 높낮이가 틀려져서 자력이 좀 약한거 같습니다. 일반 플라스틱캡 사용시 괜찮습니다. 색상이 다크실버인데 쨍한 은색입니다. 전체적으로 마음에 듭니다!!!,0
yeon******,헬베이프 젤로: 1225 에디션 블랙(한정판),20241219,5,,배송 빠르고 봏아요~,0
kenj*****,헬베이프 젤로: 젤로 스마일,20241204,5,,배송빠르고 포장도 꼼꼼히 잘왔어요 색상도 이쁘네요,0
dong******,헬베이프 젤로: 블랙로즈,20241110,5,,전자담배 이런 저런 모델 많이 써봤는데 결국 젤로가 저한테는 제일 잘 맞아요. 액상 주입 편하고 충전 빠르고 누유도 적은 편이에요.,0
htra********,헬베이프 젤로: 블랙로즈,20241210,5,,잃어 버려서 또 주문하네요 많이 파세요~,0
dudd***,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241205,5,,이상없이 잘 받았네요. 쿠폰당첨행운도 같이 받았습니다.ㅋㅋ,0
ps****,헬베이프 젤로: 젤로 옐로,20241221,5,,적당하니 좋고이네요,0
kj****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241112,5,,이뻐서 그런지 누가 훔쳐가서 재구매했어요....역시빠른배송 감사합니다!!!,0
ihs9***,헬베이프 젤로: 반타그레이,20241120,5,,그립감좋아보이고 팟과 기기몸체가딱달라붙어서 좋네요,0
wooh******,헬베이프 젤로: 반타그레이,20241120,5,,젤로쓰다가 고장나서 하나 더 구매했는데 역시나만족합니다,0
zsli****,헬베이프 젤로: 1225 에디션 블랙(한정판),20241126,5,,빠르게 잘 배송되었어요,0
holt*****,헬베이프 젤로: 블랙로즈,20241122,5,,요근래 사용한 전자담배중 액상 튀는 느낌이 적고 편리했습니다.,0
zxcv*****,헬베이프 젤로: 1225 에디션 블랙(한정판),20241205,5,,빨리는것도 좋고 무화량도 괜찮네요! 다만 탑캡 유격이 조금 있습니다,0
hiru*****,헬베이프 젤로: 블랙 초콜렛,20241126,5,,액상중에 퀄이 제일 좋은거 같인요 재구매각!!!,0
br****,헬베이프 젤로: 블랙 초콜렛,20241210,2,,액상이 자꾸 입안에 들어오고 보글 보글 소리도 나요... 해결 방법좀요ㅠㅠ,0
yuri***,헬베이프 젤로: 반타그레이,20241127,5,,누수도없고좋네요하나더사놔야겟네요,0
wjho****,헬베이프 젤로: 블러드 샷,20241116,5,,발라리안 쓰다가 갈아탓습니다 단맛은 확실히 발라리안 보다 약하지만 맛 밸런스는 더 좋은거 같아요,0
jw****,헬베이프 젤로: 젤로 옐로,20241216,5,,한달동안 누수 없고 잘사용하고 있습니다!,0
yoon****,헬베이프 젤로: 블랙 초콜렛,20241211,5,,"전자 담배는 그냥 이거 쓰셨으면 좋겠어요. 아니요, 이거 쓰세요 그냥.",0
wlst*******,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241218,5,,질받있아요 좋아요 ㅎ,0
sooj******,헬베이프 젤로: 새비 화이트,20241218,5,,팟 교체가 자주 없어서 진짜진짜 편해요,0
ssob*****,헬베이프 젤로: 블랙로즈,20241214,5,,아주좋네요 만족합니다,0
octo********,헬베이프 젤로: 반타그레이,20241213,5,,두번째인데 정말 좋습니다 잘쓰고있습니다,0
sumi*****,헬베이프 젤로: 1225 에디션 블랙(한정판),20241215,5,,가볍고 디자인도 이쁘고 좋아요!,0
mo****,헬베이프 젤로: 블러드 샷,20241120,5,,"자주잃어버려서,,,ㅎㅎㅎ항상 잘 쓰고 있어요!",0
pj****,헬베이프 젤로: 반타그레이,20241111,5,,한달정도 쓰면서 팟도 V2로 써보고 했는데 간혹가다 액튐??이나 누수가 있습니다. 나머지는 편리하고 좋아요 케이스는 먼지가 너무 붙어서 별로입니다,0
shsi***,헬베이프 젤로: 블랙로즈,20241121,5,,배송도 빠르고 꼼꼼하게 좋은 제품 보내주셨습니다,0
grac******,헬베이프 젤로: 달리아 초콜렛,20241119,5,,잘쓰고있어요 액상추천받고싶네요,0
0108***,헬베이프 젤로: 젤로 스마일,20241122,5,,색상이 멀리서도 눈에 확띄어서 좋아요,0
rkdq******,헬베이프 젤로: 블러드 샷,20241105,5,,제가 써본 전자담배중 최고에요~ 액상 자체도 거희 변하지않고 젤로로 앞으로 쓰려구요~ 제가 캡을 잘못 시켜서 다른게와서 다시 시켜야해서ㅠ.ㅠ,0
qksk****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241120,5,,생각보다 좋네요 담에또살게요,0
ramv******,헬베이프 젤로: 달리아 초콜렛,20241115,5,,전담 첫 구매라 알아보던 중 모든 면에서 평타 이상이라는 젤로로 구입했는데 만족입니다,0
jooo******,헬베이프 젤로: 새비 화이트,20241213,5,,기기가 너무좋고 누수도 없고 좋다 추천,0
okmi******,헬베이프 젤로: 반타그레이,20241121,5,,배송빠르고 포장상태 좋아요,0
0401******,헬베이프 젤로: 젤로 옐로,20241117,5,,기존에 폐호흡 기기만 쓰다가 입호흡 기기는 처음인데 관리도 편하고 좋네요 굳굳,0
army****,헬베이프 젤로: 블러드 샷,20241216,5,,오오 넘흐 맘에듭니다,0
jrs9***,헬베이프 젤로: 젤로 스마일,20241215,5,,젤로 맥스보다는 기본모델이 저한테는 더 좋은것 같습니다!!ㅎㅅㅎ,0
wkdd***,헬베이프 젤로: 블랙로즈,20241122,5,,그립감도 괜찮고 심플하고 딱 좋습니다,0
lmh4***,헬베이프 젤로: 달리아 초콜렛,20241217,5,,배송 잘 받았습니다,0
pjh0****,헬베이프 젤로: 블루스카이,20241124,5,,처음써보는데 너무좋네요,0
j840*****,헬베이프 젤로: 블랙로즈,20241213,5,,조금 가벼운면좋겠지만 나름만족,0
mini********,헬베이프 젤로: 새비 화이트,20241123,5,,전자담배 처음 입문하는데 사용하기 편리해요,1
fly8***,헬베이프 젤로: 1225 에디션 다크실버(한정판),20250116,4,,😊😊😊😊😊😊,0
dddj*****,헬베이프 젤로: 퍼플 네온,20241112,5,,포장상태 아주 굿입니다!! 쪽지도 넘 귀여운거 아닌가요ㅎㅋㅋ 잘사용하겠습니다!,0
haen******,헬베이프 젤로: 젤로 스마일,20241117,5,,젤로 스마일이 너무 예뻐서 구매했는데 역시나 너무 예쁘네요 잘 쓰겠습니당,0
za****,헬베이프 젤로: 1225 에디션 블랙(한정판),20241129,5,,그냥 저냥 뭐.. 그렇네요,0
ange*****,헬베이프 젤로: 블랙로즈,20241124,5,,누수없고 정말 좋네요 잘쓰고 있어요.,0
aust*******,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241027,5,,4번째 젤로 ... 2년정도 쓰던 녀석이 접접부 함몰로 팟인식이 안되서 새로운 칼라로 또주문했습니다. 아주 만족스럽네요 새로운 실버 컬러가 참 이쁘네요 이녀석은 기스안나게 케이스 껴줘야겠어요,1
fooh****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241216,5,,젤로 게속쓰고잇는데 좋습니다,0
gong****,헬베이프 젤로: 블랙로즈,20241206,5,,일단 배송 빨라서 너무 좋습니다 크기도 적당하고 가볍기도 가벼워서 좋습니다,0
sung********,헬베이프 젤로: 블루스카이,20241216,5,,디자인도 이쁘고 누수도 없어요!,0
nayo******,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241028,5,,진짜 팟이 많이 들어잇구 많이두 주셧네요 ㅠ 하리보까지 ㅜ 단순 전자담배 기기만 산거지만 너무 정성이 깃들여져 잇어 리뷰를 안 쓸 수 없었습니다 기기작동 정말 잘 되구여 잘 쓰겟습니당,0
dff1***,헬베이프 젤로: 젤로 스마일,20241122,5,,노란색 처돌이라 찾던건데 감사합니다-!,0
g200*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241014,5,,액상전담 3년차 유목민인데 부푸 아르거스가 그나마 맘에들어 사용하던중 젤로가 눈에 띠어 구매했는데 생각보다 맘에 드네요 일단 누수가 없고 배터리도 커서 걱정이 안됩니다 제상황에 미뤄봤을땐 좀 크기가 큰데 큰만큼 높은 배터리용량으로 인해 상쇄되네요 만족합니다,0
eb****,헬베이프 젤로: 블러드 샷,20241128,5,,폐호흡은 목이 아파서 입호흡으로 바꿔봤는데 대만족입니다. 사은품 모자 잘받았어유~,0
love******,헬베이프 젤로: 1225 에디션 블랙(한정판),20241123,5,,좋아용 아주좋아용 ㅋㅋ 하나 더시켯어요,0
op****,헬베이프 젤로: 1225 에디션 블랙(한정판),20241124,5,,너무 이쁘고 흡입력 조아요,0
gust********,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241117,5,,잃어버려서 다시샀는데 역시 젤로입니다,0
quee*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241203,5,,좋아요 좋아서 또 주문해서 선물도 했습니다,0
wjdd****,헬베이프 젤로: 새비 화이트,20241122,5,,디자인도 넘 이쁘고 배송 잘 받았어요~~,0
sjwa****,헬베이프 젤로: 달리아 초콜렛,20241218,5,,좋은 제품 감사합니당,0
uric****,헬베이프 젤로: 젤로 스마일,20241215,5,,노니코틴과 노타르를 경험합니다,0
ghdc*******,헬베이프 젤로: 반타그레이,20241210,5,,좋아요 다음에도 구매할게요,0
kum4***,헬베이프 젤로: 블러드 샷,20241115,5,,색깔이쁘네요 배송도 빠르고,0
sisi***,헬베이프 젤로: 블랙 초콜렛,20241211,5,,추천받아서 구매했는데 좋아요 ㅎㅎ,0
sisi***,헬베이프 젤로: 새비 화이트,20241211,5,,추천받아서 구매했는데 좋아요 ㅎㅎ,0
ya****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241116,5,,크리스마스 에디션 너무 이뻐요!!,0
ter0*****,헬베이프 젤로: 블랙로즈,20241213,5,,배송도 빠르고 매우 좋습니다,0
yong*******,헬베이프 젤로: 반타그레이,20241204,5,,추가 구매하였습니다. 매우 만족하며 사용하고 있습니다.,0
fgf1***,헬베이프 젤로: 1225 에디션 블랙(한정판),20241111,5,,"전에 쓰던 아보카도베프 대비, 궁물튀는거 덜하고 누수도 덜해서 좋네요. 다만 액상넣는 위치는 아보카도가 더 나은듯합니다. 그리고 팟 파이프부분은 안 분리되는게 더 좋을것같고(불필요하게 빠질때가 있음) 뚜껑도 따로 되있어서 따로 따로 분리되다보니..구지 이래 설계해야 됐나 싶네요. 아보카도식으러 팟하나 본체하나 하는게 더 이상적인 구조 같네요. 결론은 팟 누수나 액상튀는 부분은 젤로가 좋음. 그 외는 아보카도가 좋음.",0
qjsd******,헬베이프 젤로: 젤로 옐로,20241129,5,,액상 누수로부터 자유를 되찾고 행복합니다 다만 배터리 표시가 완벽하지는 않은지 5칸 중에 3칸 오면 충전기 꽃아야 함 3칸 유지하다가 꺼지더군요,0
tpdu***,헬베이프 젤로: 블러드 샷,20241119,5,,배송도 빠르고 작동 잘되고 좋습니다~~,0
asw6***,헬베이프 젤로: 블러드 샷,20241213,5,,전자담배중에 제일 좋아요,0
sung*******,헬베이프 젤로: 블러드 샷,20241119,5,,벌써 3600번 베이핑했어요ㅎㅎ 잡기 편하고 액상도 맛나요,0
jung*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241031,4,,처음 구매 후 기기 문제가 조금 있었지만 끝까지 친절하게 응대해주시고 확실하게 처리해주셔서 기분 좋은 베이핑 할 수 있을 것 같습니다~~ 앞으로도 좋은 기기 만들어주세요. 감사합니다,5
eric*******,헬베이프 젤로: 1225 에디션 블랙(한정판),20241121,5,,배송도 빠르고 디자인이 너무 예뻐요,0
eric*******,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241121,5,,배송도 빠르고 디자인이 너무 예뻐요,0
kiyi******,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241209,5,,이쁘네요ㅎㅎ 묵직하고 좋습니다,0
shap*******,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241213,5,,항상 잘 사옹하고있습니다,0
tert****,헬베이프 젤로: 1225 에디션 블랙(한정판),20241210,5,,배송이 빨리와서 좋았어요,0
mu__********,헬베이프 젤로: 블랙로즈,20241101,5,,디자인이 무척이나 마음에 들고 손에 잡는 그립감 흡압 조절 오토베이핑 가능 락 기능 전자담배 첫 입문인데 너무 마음에 듭니다 궁금한점 또한 물어보았으나 너무 친절하게 답변해주셔서 감사했습니다 대박 나세요!!,0
imso********,헬베이프 젤로: 블랙로즈,20241114,5,,연초 끊으려고 시작했는데 사용하는 법도 편리하고 크기도 작아서 잡는 촉감이 좋아요,0
okr9***,헬베이프 젤로: 1225 에디션 블랙(한정판),20241122,5,,배송도 빠르고 포장상태도 만족합니다,0
toup***,헬베이프 젤로: 젤로 스마일,20241121,5,,액상이 안새서 좋습니다 가성비굿,0
toup***,헬베이프 젤로: 블랙 초콜렛,20241121,5,,액상이 안새서 좋습니다 가성비굿,0
ksys******,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241203,5,,휴대성 좋고 이뻐요 넘맘에 듭니다,0
oss6***,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241122,5,,그립감 좋구 사용하기 편합니다.,0
shj1*******,헬베이프 젤로: 반타그레이,20241128,5,,액상 누수디ㅡ 엇ㅂ고 좋아요,0
muka*****,헬베이프 젤로: 블랙 초콜렛,20241122,5,,만족하면서 잘 쓰고있습니당,0
1116***,헬베이프 젤로: 새비 화이트,20241105,5,,지인이 구매한다해서 새비화이트 또 재구매 했네요. 역시 써보니 전담은 이 제품이 정말 가성비 좋은듯,0
crys******,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241109,5,,2주가 지나서야 리뷰를 쓰네요 누수없고 리필도 잘되고 만족하면서 쓰고 있습니다 ㅎㅎ,0
rlrp******,헬베이프 젤로: 블러드 샷,20241216,5,,며너투타야노쿠타처노,0
rlrp******,헬베이프 젤로: 블랙로즈,20241216,5,,져토큐터처우츄너카머,0
hans*****,헬베이프 젤로: 반타그레이,20241022,5,,"감동 스러운 손편지 잘보았습니다~ㅋㅋ 판매자님의 세심한 배려가 느껴졌어요~서비스팟 ,하리보 생각지도 못했는데...역시 잘되는 이유가 있었내요~계속 번창 하세요~~구매 하려고 이글 읽고 계시다면 꼭 결제버튼 누르세요~최고입니다~!!!",0
rlrp******,헬베이프 젤로: 반타그레이,20241216,5,,며쿠투처얺큐쿠차타노,0
pooh*******,헬베이프 젤로: 블러드 샷,20241116,5,,제품 잘 받았습니다~ 쓰던게 접촉 불량 났는지 잘 안됬었는데 새제품이라 좋네요,0
namk****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241122,5,,에디션 생각보다 더 괜찮음,0
jun2***,헬베이프 젤로: 반타그레이,20241204,5,,지인추천으로 첫 구매 해봅니다. 만족했으면 합니다^^,0
jun2***,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241204,5,,지인추천으로 첫 구매 해봅니다. 만족했으면 합니다^^,0
jun2***,헬베이프 젤로: 블랙로즈,20241204,5,,지인추천으로 첫 구매 해봅니다. 만족했으면 합니다^^,0
khb4***,헬베이프 젤로: 블루스카이,20241115,5,,지인한테 추천받아서 주문했습니다 배송 빠르네요,0
4air***,헬베이프 젤로: 반타그레이,20241018,5,,다른 기기 4개정도 경험해보고 누수때문에 액상형 전담은 누수때문에 안되겠다 했는데 이거 진짜 누수가 진짜 1도 없음 내가 액상 넣을때 흘려서 겉에 묻은거 빼고는 진짜 신기할정도로 1도 안샘 진짜 이거 강추합니다 코일 수명이 짧고 단맛 표현이 약하다는 얘기가 있는데 개인적으로는 전혀 안그런것같애요 액상 2병정도 다 피울때까지 탄맛 전혀 안나고 단맛도 풍부해요 설사 단점이 좀 있더라도 누수 없는게 진짜 엎드려 절하고 싶음 만든사람 노벨전담상줘야함,0
ayjb***,헬베이프 젤로: 반타그레이,20241212,5,,가격대비상품굿 배송굿 가격굿,0
hhj0*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241211,5,,실버 죽이네요… 너무 아름다워요,0
qkro***,헬베이프 젤로: 블랙 초콜렛,20241115,5,,원래 쓰던거 잃어버려서 다시 샀는데 역시 좋아요,0
pk****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241111,5,,너무좋아요~감사핮니더,0
lghs****,헬베이프 젤로: 블랙 초콜렛,20250106,5,,세슘~~~세슘~~~~좋아요,0
lghs****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20250106,5,,세슘~~~세슘~~~~좋아요,0
bea3***,헬베이프 젤로: 젤로 옐로,20241123,5,,릴 피다가 이거 피는데 릴 아무맛도 안나요..,0
kt****,헬베이프 젤로: 블루스카이,20241126,5,,잘쓰고 있습니다 호이짜~~,0
kjey*****,헬베이프 젤로: 반타그레이,20241126,5,,오래쓰는데 아주 좋내요 ~~,0
suy9*****,헬베이프 젤로: 젤로 옐로,20241119,5,,친구 선물로 보내줬는데 배송 완전 빨라요 ~,0
zu****,헬베이프 젤로: 젤로 옐로,20241120,5,,배송 빠르고 상품 좋습니다 추천합니다,0
myld*****,헬베이프 젤로: 블랙로즈,20241126,5,,누수도 없고 기기 좋네요!!,0
s1****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241212,5,,항상 쓰는제품인데 좋아요,0
hisd****,헬베이프 젤로: 반타그레이,20241022,5,,오랜만에 새 기기로 기분전환 좀 하려고 젤로 구매했습니다. 일단 너무 예쁘네요. ㅎ 마감도 훌륭합니다. 맛표현은 아주 부드럽운 느킴입니다. 흡입할때 지이잉 하는 소리는 원래 그런건가요? 일단 아주 만족합니다.,0
ayou******,헬베이프 젤로: 블러드 샷,20241114,5,,예전에 피던거 다시 돌아왔어요 거진 1년만.. 이게 제일 낫네요,0
kyun******,헬베이프 젤로: 블랙로즈,20241110,5,,기존쓰던게 고장이나서 급하게 시켰는데 다음날 바로 배송이 왔고 제품도 마음에 듭니다~,0
babo***,헬베이프 젤로: 블루스카이,20241212,5,,너무좋아용너무좋아용,0
minh****,헬베이프 젤로: 젤로 옐로,20241124,5,,액상 이거쓰는데 괜창아요,0
dudd***,헬베이프 젤로: 반타그레이,20241130,5,,뽁뽁이 만땅 들어서 안전하고 빠르게 잘 받았습니다. 그립감이나 성능도 아주 만족합니다.,0
sb****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241212,5,,만족하면서 사용합니다,0
ron5***,헬베이프 젤로: 반타그레이,20241212,5,,배송빠르고 좋아요~~,0
yiel****,헬베이프 젤로: 새비 화이트,20241214,5,,잘사용하고있어요 좋아요,0
lott*****,헬베이프 젤로: 블랙로즈,20241212,5,,모두다 아주만족합니다,0
ar****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241026,5,,컬러톤이 너무 예쁩니다. 금속느낌이 싸보이지않고 세련된 느낌입니다. 여러가지 돌다돌아 결국 젤로가 제일 편하고 사이즈가 착 감기는게 최고입니다^^,0
damn****,헬베이프 젤로: 블랙로즈,20241118,5,,"기기 사용 상 하자 없고, 특히 용액이 새지 않는다는 점이 제일 좋았음. 또한 배터리가 상당히 오래가서 일주일간 충전 없이 쓰는데도 거뜬 하였음. 매우 만족",0
kbj5***,헬베이프 젤로: 1225 에디션 블랙(한정판),20241207,5,,배송도빠르고 아주 만족스럽습니다!,0
trey****,헬베이프 젤로: 달리아 초콜렛,20241202,5,,기기도 이쁘고 편해서 애용중입니다ㅎㅎ 다음엔 파란색 구매하고싶어요,0
iyas***,헬베이프 젤로: 블루스카이,20241212,5,,너무너무 만족하면서 쓰고 있습니다!,0
ysye****,헬베이프 젤로: 달리아 초콜렛,20241119,5,,연초 끊으려고 갈아탔는데 좋아요,0
ch****,헬베이프 젤로: 반타그레이,20241123,5,,맛도좋고 연무량도 좋아요,0
rjsd*****,헬베이프 젤로: 새비 화이트,20241121,5,,잘쓰고있습니다 좋아요,0
hans*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241210,5,,배송 빠르고 좋아요,0
dolc*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241119,5,,받자마자 너무 잘 사용하고 있어요,0
87to***,헬베이프 젤로: 새비 화이트,20241211,5,,빠른배송으로 감사합니당,0
87to***,헬베이프 젤로: 젤로 옐로,20241211,5,,빠른배송으로 감사합니당,0
dmlt******,헬베이프 젤로: 블랙로즈,20241209,5,,디자인을 잘못시키긴햇는데 그래도 잘쓰고잇어요,0
92ye********,헬베이프 젤로: 블루스카이,20241030,5,,"일단, 맥스랑 고민하다 팟누유 있다길래 액상누유는 싫어서 선택했다. 장점은 역시 가볍고 바테리오래가고 맛표현 적당하고 와트조절되고 부스터기능있고 공기조절까지 완벽하다 단점은 팟 1.2옴은 안쓰는게 나을것같고 0.8옴이나 0.8 부스터중 기호에따라선택하면 좋을듯하다 공기량은 4개정도가 난 적당하다 와트는 0.8옴은 15 부스터는 18 하라는대로 맞추는게 낳아보이며 피다가 맛이 잘안느껴질땐 12~14와트로 맞추고 피다 다시 높이면 마비됬던 혀가 돌아온다. 그리고 좀 강한 타격감과 맛을 원한다면 맥스로 가야겠다. 하지만 기본이 완성도면에서는 더 높지싶다",0
dlrg*******,헬베이프 젤로: 블루스카이,20241002,5,,디자인 너무 마음에 들고 led표시되니깐 간편하고 좋네요 ㅎㅎㅎ 투명케이스로 드립팁 깔끔하게 막아주니깐 마음이 놓입니다. 출력도 조절되고 c타입 충전이니 간편하고 좋아요 ㅎㅎ 케이스 색상 바꾸는 재미가 있고 탑캡 여분으로 많이 주셔서 감사합니다 ㅎ 잘쓸게요!,1
rlaq********,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241112,5,,1년전에 구매하고 잃어버려서 다시 구매했는데 역시나 누수없고 제품 퀄리티 너무 좋습니다.,0
hewa***,헬베이프 젤로: 1225 에디션 블랙(한정판),20241208,3,,좋아요 자주 구매할 듯요,0
y2kk*****,헬베이프 젤로: 1225 에디션 다크실버(한정판),20241212,5,,선물로 해줬어요 좋아하네요,0
arti*******,헬베이프 젤로: 달리아 초콜렛,20241031,5,,늠좋아요 기존거 누유랑 팟이 계속 불량이여서 맘고생했는데 진작 바꿀걸 그랬어요 맛도좋고 늠 행복합니다,0
bea3***,헬베이프 젤로: 블루스카이,20241123,5,,릴 피다가 폈는데 좋은데요?,0
venu******,헬베이프 젤로: 1225 에디션 블랙(한정판),20241121,5,,쓰던건데 잃어버려서 재구매랍니다,0
